,tag,제 29 기,제 28 기,제 27 기
0,자산,,,
1,유동자산,3108038802501.0,2658344877289.0,1750295061988.0
2,현금및현금성자산,1133713181886.0,1287375693855.0,269742356030.0
6,재고자산,97176006281.0,85414660028.0,58602426164.0
7,유동매도가능금융자산,279137924.0,5723325179.0,38024181203.0
8,당기법인세자산,2751212337.0,1629783196.0,12992519078.0
9,기타유동금융자산,166099048291.0,112359954599.0,79611290169.0
10,기타유동자산,72465092409.0,47618952944.0,48376645102.0
11,매각예정자산,,2086528992.0,2078910634.0
12,매각예정자산,,2086528992.0,2078910634.0
13,비유동자산,7224207843082.0,5280193412240.0,4527543484306.0
16,매도가능금융자산,515235556581.0,618712078990.0,540018426562.0
18,유형자산,1266597666248.0,1112411688221.0,984359463949.0
19,무형자산,2768359639821.0,1321883482916.0,1072075322205.0
21,순확정급여자산,11666683058.0,,
22,기타비유동금융자산,164887606157.0,40850703574.0,31529009959.0
23,기타비유동자산,24035549430.0,14410450469.0,7951061207.0
24,이연법인세자산,64238709593.0,28634476105.0,30224611009.0
25,자산총계,10332246645583.0,7940624818521.0,6279917456928.0
26,부채,,,
27,유동부채,4269198302324.0,2322867570128.0,1551789952275.0
30,유동계약부채,473821223383.0,124634986679.0,51638204378.0
34,당기법인세부채,34904436617.0,46726502564.0,6519495151.0
35,유동충당부채,,120395976.0,201889591.0
36,기타유동금융부채,359597763808.0,325856108942.0,312115380776.0
37,기타유동부채,203740766949.0,163410397848.0,164078263075.0
38,비유동부채,1718720568358.0,1414451452850.0,942948861399.0
41,순확정급여부채,,15241807989.0,19411563804.0
42,이연법인세부채,11075653870.0,293909204676.0,254832565519.0
43,비유동계약부채,2198375972.0,4331616256.0,6583835672.0
44,기타비유동금융부채,489529207186.0,99338771307.0,100807893697.0
45,기타비유동부채,27101876343.0,10711431428.0,4971906047.0
46,비유동충당부채,53896251394.0,28759256667.0,2430127833.0
47,부채총계,5987918870682.0,3737319022978.0,2494738813674.0
56,부채및자본총계,10332246645583.0,7940624818521.0,6279917456928.0
