,tag,제 61 기,제 60 기,제 59 기
0,자산,,,
1,유동자산,5083392,5547934,5895921
2,현금및현금성자산,1050726,1132504,1492690
4,유동성파생상품자산,11442,2259,2578
7,당기법인세자산,4484,3683,6995
8,기타유동자산,551758,423945,309311
9,재고자산,58204,54019,41682
10,매각예정자산,,888898,1221623
11,비유동자산,24550285,20121862,18386347
13,기타금융자산,280872,240556,138516
14,파생상품자산,9878,,
18,이연법인세자산,171746,173037,145281
19,기타비유동자산,15454,3212,3407
20,유형자산,1524353,1508820,1589560
22,무형자산,151088,159691,132057
23,사용권자산,37720,24577,31635
24,자산총계,29633677,25669796,24282268
25,부채,,,
26,유동부채,2524385,2819273,2133263
27,유동성파생상품부채,1810,2564,326
32,당기법인세부채,182437,132993,87083
33,유동성충당부채,42860,30706,37055
34,기타유동부채,412329,378141,362225
35,유동성리스부채,13230,25766,22617
36,매각예정자산관련부채,,763661,6876
37,비유동부채,875106,910302,1287715
38,파생상품부채,,38982,51256
41,순확정급여부채,2298,6636,13888
42,이연법인세부채,623097,284338,229955
43,충당부채,14762,2826,5127
44,기타비유동부채,22473,22300,18948
45,리스부채,34652,12758,23529
46,부채총계,3399491,3729575,3420978
56,자본과부채총계,29633677,25669796,24282268
