,tag,제 54 기,제 53 기,제 52 기
0,자산,,,
1,Ⅰ.유동자산,23612147066,140445368265,35108234958
2,현금및현금성자산,8427201056,14268441245,17472413163
5,상각후원가측정금융자산,120905000,8535000,363365000
6,단기기타금융자산,13414329,26055116,45107236
7,재고자산,7030685030,7993274390,8024399047
8,당기법인세자산,278997330,245025600,227460240
9,기타유동자산,675519412,685148832,841432695
10,매각예정비유동자산,,110849559532,
11,Ⅱ.매각예정비유동자산,110849559532,,
12,Ⅲ.비유동자산,335885555948,346154433412,473547657857
14,기타포괄손익-공정가치측정금융자산,27053151904,31808699154,40829637134
15,상각후원가측정금융자산,56720000,176295000,183670000
16,장기기타금융자산,1149518513,1154128240,1392987109
18,유형자산,287913250563,293545037023,411806716821
19,무형자산,93467680,139266468,174573429
20,순확정급여자산,558092398,,
21,기타비유동자산,67184090,67184090,67184090
22,자산총계,470347262546,486599801677,508655892815
23,부채,,,
24,Ⅰ.유동부채,189455589257,154555811935,162698425248
28,단기기타금융부채,20302985093,20287643815,24557008530
29,반품충당부채,150131998,148648061,188238586
30,기타유동부채,4869041620,6401860215,7462069739
31,리스부채,324875711,221106209,548988164
32,Ⅱ.비유동부채,49471300201,78011658167,83611724955
34,장기기타금융부채,7979399348,8532278068,8279665145
35,퇴직급여부채,,1164619971,1219954296
36,기타비유동부채,1655618251,2032534819,2416452900
37,리스부채,73866474,10276886,240462640
38,이연법인세부채,1304136128,2271948423,21455189974
39,부채총계,238926889458,232567470102,246310150203
50,자본과부채총계,470347262546,486599801677,508655892815
