,tag,제 22 기,제 21 기,제 20 기
0,자산,,,
1,유동자산,247344585752,206791973536,127403667297
2,현금및현금성자산,72931463620,41674472731,26715006349
3,유동성금융자산,111411874585,115123357751,52552025657
6,재고자산,24452573078,17342253792,20780832596
7,기타유동자산,2134089629,2142234815,1005077405
8,당기법인세자산,180780499,19421585,8066598
9,비유동자산,230710604420,220854775983,192427801993
11,기타자산,3084836034,2191745498,559634301
12,금융자산,29030067495,30724309615,30337833512
14,유형자산,117960463386,109481405134,94045794417
16,무형자산,37826187549,42788347944,39302839742
17,이연법인세자산,8666829646,3165645325,3161557495
18,파생상품자산,2011005706,,
19,자산총계,478055190172,427646749519,319831469290
20,부채,,,
21,유동부채,54252843546,48005014265,35849139744
25,기타유동부채,1414103140,1494097408,264888034
26,기타유동금융부채,3403928900,3799937572,3464246907
27,환불부채,1838987140,1805935151,1692110106
28,계약부채,15525000,,159889695
29,유동리스부채,1620214884,1160732788,1116969027
30,당기법인세부채,10136306934,6850618616,6221581440
31,비유동부채,52146300948,51283009823,19570878849
34,전환상환우선주부채,1009677079,1505326250,9731831003
38,리스부채,835476335,1465800791,2324100750
39,이연법인세부채,3741143985,4513945520,4746134353
40,부채총계,106399144494,99288024088,55420018593
49,자본과부채총계,478055190172,427646749519,319831469290
