,tag,제 65 기,제 64 기,제 63 기
0,자산,,,
1,유동자산,4029782763437,3668126354343,3372155707442
2,현금및현금성자산,776747673687,541200616648,492511997839
8,기타유동금융자산,3839800045,2441155065,7278804728
10,재고자산,1576100223492,1306421988122,911513169052
11,매각예정분류자산,,22482063000,
12,비유동자산,9088703544221,9210736854593,8975416620704
17,기타비유동금융자산,2386440960253,2675927792032,3034180900973
19,사용권자산,190271024979,155293038522,138321195854
20,유형자산,3534802588921,3560280049712,3688560391632
21,무형자산,424374027019,441657540213,447990318059
24,이연법인세자산,15416596562,23929932221,34876063175
25,순확정급여자산,41000012834,22848003937,16089495805
26,자산총계,13118486307658,12878863208936,12347572328146
27,부채,,,
28,유동부채,2869372542476,2699971576814,3014059194900
33,기타부채,788970268988,747507289768,629979324888
34,기타유동금융부채,,,255925566
35,유동충당부채,7380477101,10505335906,13833054041
37,비유동부채,4697975259844,4802824760201,4087518131476
40,기타부채,216277292503,170103972713,185527962451
41,기타비유동금융부채,57445318831,43512690601,193160201824
42,순확정급여부채,255144644081,404510089796,423004976832
43,기타장기종업원급여부채,19109085038,24515047187,24695890006
44,비유동충당부채,14527295823,16886932650,15212056653
45,이연법인세부채,448431112406,587271930500,551025845645
46,부채총계,7567347802320,7502796337015,7101577326376
56,부채및자본총계,13118486307658,12878863208936,12347572328146
