,tag,제 23 기,제 22 기,제 21 기
0,자산,,,
1,유동자산,8028170447651,7148890216687,5973144014790
2,현금및현금성자산,1423086551766,1061037854032,806485051553
3,단기금융상품자산,847370947881,1199781970724,428534619043
9,재고자산,1926669674759,1603790331057,1479345079734
10,매각예정자산,57502147034,28522242291,36793941046
11,당기법인세자산,52094103652,30933893526,30529937589
12,비유동자산,3112183304559,3309086773904,3332772419658
14,장기금융상품자산,68579134795,13780928725,7545500000
19,유형자산,353509026631,363979989853,350602826181
20,무형자산,69732719842,93368452752,97145689650
21,이연법인세자산,590619937353,702943481435,776334910207
22,리스사용권자산,226849370878,244359657685,244786304286
23,자산총계,11140353752210,10457976990591,9305916434448
24,부채,,,
25,유동부채,5406234804776,5048964447362,4936379321178
26,단기금융상품부채,1152634032910,607782919608,1303300467649
33,당기법인세부채,43134784667,28462775136,9123606092
34,매각예정부채,11736011888,,
35,단기리스부채,77792385541,75040260766,64346352308
36,유동충당부채,213448757817,168940251764,166895511100
37,비유동부채,2009501785938,2192634645648,1692541042396
38,장기금융상품부채,1058935715051,945683448745,740723779055
41,장기충당부채,336551350052,292352507866,225479025337
43,순확정급여부채,163534187185,168741114175,176705672469
44,장기종업원급여부채,5773982140,7662967797,4697277127
45,장기리스부채,325169826339,369426196215,409157477317
46,이연법인세부채,14353866418,14599927658,14359576235
47,부채총계,7415736590714,7241599093010,6628920363574
57,부채및자본총계,11140353752210,10457976990591,9305916434448
