,tag,제 63 기,제 62 기,제 61 기
0,자산,,,
1,Ⅰ.유동자산,759235989185.0,875018622847.0,746933231864
2,(1)현금및현금성자산,124815386129.0,202945689528.0,159179417115
4,(3)기타유동금융자산,505547040314.0,564414480713.0,467446839332
5,(4)재고자산,81631689960.0,67093783836.0,62646110982
6,(5)당기법인세자산,818248150.0,86811845.0,1768179040
7,(6)기타유동자산,2670486853.0,1129349398.0,749382875
8,(7)매각예정 또는 소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단,0.0,0.0,0
9,Ⅱ.비유동자산,279257458335.0,147582619986.0,169301081353
11,(2)기타비유동금융자산,21045785607.0,10429742807.0,7493395278
12,(3)유형자산,75455870665.0,95937260686.0,118053771846
15,(6)영업권 이외의 무형자산,161264678.0,110177360.0,172550929
16,(7)이연법인세자산,22204552.0,591199893.0,4146676521
17,(8)기타비유동자산,16574065140.0,4459444477.0,3268647982
18,자산총계,1038493447520.0,1022601242833.0,916234313217
19,부채,,,
20,Ⅰ.유동부채,66999917446.0,64940728224.0,57277716864
22,(2)기타유동금융부채,11092093528.0,7774272042.0,8357080851
23,(3)유동충당부채,1059479892.0,368677755.0,354854931
24,(4)당기법인세부채,63738085.0,24838790183.0,0
25,(5)기타유동부채,19412270871.0,9191125553.0,8068749856
26,(6)매각예정부채,,0.0,0
27,Ⅱ.비유동부채,17787748914.0,8992619769.0,10434814786
28,(1)퇴직급여부채,,328263291.0,4526446162
29,(2)이연법인세부채,5611584929.0,4056575333.0,430999735
30,(3)기타비유동금융부채,4017190600.0,1706848600.0,1980141600
31,(4)기타비유동부채,8158973385.0,2900932545.0,3497227289
32,부채총계,84787666360.0,73933347993.0,67712531650
43,자본과부채총계,1038493447520.0,1022601242833.0,916234313217
