,tag,제 50 기,제 49 기,제 48 기
0,자산,,,
1,유동자산,245348143574,222559162969,215727154694
2,현금및현금성자산,21420647432,16591042500,14848698066
4,재고자산,112229228755,105971172879,110186056516
5,당기법인세자산,125813006,0,0
6,기타금융자산,92750000,38550000,177732795
7,기타유동자산,11710495692,5742349975,2611718691
8,비유동자산,864342790608,727335273005,707492394630
11,당기손익-공정가치금융자산,3660934739,100452519,242096745
12,기타포괄손익-공정가치금융자산,13377803957,8788540122,13941454261
13,유형자산,86478756994,24590838747,24246211248
15,무형자산,19126765953,7582825202,8814564252
16,사용권자산,2440397364,1453612940,1394650827
17,기타비유동금융자산,2297940389,75581024,50837482
18,기타비유동자산,5042511542,10315678072,12124725938
19,순확정급여자산,4139110912,0,0
20,이연법인세자산,1106275146,2957130942,2493564777
21,자산총계,1109690934182,949894435974,923219549324
22,부채,,,
23,유동부채,347726498635,220995450190,220113062830
27,당기법인세부채,2040583935,3954960860,3836903253
28,기타금융부채,20630595498,21195736091,23490649963
29,계약부채,13613560970,7702731587,4260138439
30,기타비금융부채,31932913287,25045350849,16775748882
31,비유동부채,37216465762,38604161777,44372840408
33,순확정급여부채,2385427286,5795708716,5865955550
34,기타금융부채,14585192392,18164042539,17656604690
35,계약부채,4789042719,8589102585,8425464393
36,기타비금융부채,3801240135,5769401702,6465986827
37,이연법인세부채,5836212105,285906235,958828948
38,부채총계,384942964397,259599611967,264485903238
47,자본과부채총계,1109690934182,949894435974,923219549324
