,tag,제 50 기,제 49 기,제 48 기
0,자산,,,
1,유동자산,2526145050706,1820030594141,1247268102692
2,현금및현금성자산,1098442056091,722154796935,428586447897
6,재고자산,553271367576,515479241989,336793144277
7,파생금융자산,3474168439,45305070,160607931
8,기타유동자산,85203280831,81306529804,65402452580
9,당기법인세자산,2436148724,1024641358,1093043016
10,매각예정자산,,3316225191,6242080146
11,비유동자산,3866947514202,4360101909469,4159137737841
15,당기손익-공정가치 측정 지정 금융자산,8177764380,,
16,비유동 기타포괄손익-공정가치 측정 금융자산,4460642657,3270637873,3393988641
17,유형자산,1978765342581,2486379440429,2298073369422
19,무형자산,1523593341383,1282181669645,1308003508181
21,비유동파생상품자산,5874301081,1426193797,
22,이연법인세자산,41117058698,43725035595,40993654672
23,기타비유동자산,11567602171,15889885750,6404664555
24,자산총계,6393092564908,6180132503610,5406405840533
25,부채,,,
26,유동부채,1870885565853,1720045412510,1733924057112
27,단기차입금및유동성장기부채,1293048261742,999561349596,1073959623839
30,파생금융부채,1986027933,4586282654,5078280912
31,당기법인세부채,8013665495,104817084503,215595617399
32,충당부채,5200062497,1969494363,2327578381
33,기타유동부채,9470484619,17063818938,13603569194
34,매각예정부채,,,872475202
35,비유동부채,2280356237847,2177726399198,1757368202353
38,확정급여부채,,8233497013,22135153522
39,비유동파생상품부채,15199592,208081559,4169317444
40,이연법인세부채,196584972774,230668830365,225186171938
41,충당부채,17125084374,14622248596,
42,기타비유동부채,2293111093,4270003190,4404625497
43,부채총계,4151241803700,3897771811708,3491292259465
53,부채 및 자본 총계,6393092564908,6180132503610,5406405840533
