,tag,제 19 기,제 18 기,제 17 기
0,자산,,,
1,유동자산,5978612,5388853,3436836
2,현금및현금성자산,2331204,1204959,742809
3,기타유동금융자산,94451,728840,619289
4,유동 당기손익-공정가치 측정 지정 금융자산,82051,723465,610312
5,유동 기타포괄손익-공정가치 측정 금융자산,142,243,689
6,유동파생상품자산,12258,5132,8288
8,기타유동자산,258340,306317,165861
9,당기법인세자산,7059,2265,7642
10,재고자산,712544,629020,377082
11,매각예정자산,16982,144543,10918
12,비유동자산,27943630,25802434,21040007
13,기타비유동금융자산,1117608,1082177,268723
14,비유동 당기손익-공정가치 측정 지정 금융자산,642398,696541,151834
15,비유동 기타포괄손익-공정가치 측정 금융자산,469262,385259,115563
16,비유동파생상품자산,5948,377,1326
17,"종속기업, 조인트벤처와 관계기업에 대한 투자자산",8690286,7037836,6689317
19,유형자산,10866722,11228467,8439464
20,사용권자산,1874976,1515272,1636481
21,무형자산,2029233,1903021,1198045
23,기타비유동자산,117716,97143,76607
24,이연법인세자산,88915,83079,65005
25,순확정급여자산,106729,0,0
26,자산총계,33922242,31191287,24476843
27,부채,,,
28,유동부채,6527808,5501784,3997764
30,기타유동금융부채,2904190,2443799,1933024
32,유동파생상품부채,18030,15604,10305
33,유동기타금융부채,4418,8285,1811
34,기타유동부채,329684,264149,152062
35,당기법인세부채,392484,243727,68839
36,유동충당부채,93109,113240,52789
37,그 밖의 기타단기충당부채,93109,113240,52789
38,매각예정부채,0,83215,0
39,비유동부채,10906624,11486559,9722534
41,기타비유동금융부채,6807524,8001559,6692992
43,비유동파생상품부채,26964,26871,15676
44,비유동기타금융부채,118543,138224,40954
45,기타비유동부채,328419,315955,130752
46,이연법인세부채,1232959,1137579,720437
47,퇴직급여부채,4360,"(22,056)",13686
48,비유동충당부채,118101,133065,150015
49,부채총계,17434432,16988343,13720298
59,자본과부채총계,33922242,31191287,24476843
