,tag,제 6 기,제 5 기,제 4 기
0,자산,,,
1,유동자산,366285909491,348644516939,283347812352
2,현금및현금성자산,82994415529,146738372605,37821956695
4,유동 당기손익-공정가치 측정 금융자산,10253039755,7500000000,6000000000
5,기타유동금융자산,1517490954,1749538021,12555197011
6,재고자산,36638290162,8160385785,13439999642
7,기타유동자산,14814016113,19255512833,11114209125
8,당기법인세자산,62158510,0,12691949
9,유동계약자산,36811359505,35674253896,36580831989
10,매각예정자산,0,0,63310667574
11,비유동자산,505645612120,401486120615,366153561611
13,비유동 당기손익-공정가치 측정 금융자산,16402551111,9885319122,8224669480
14,비유동 기타포괄손익-공정가치 측정 금융자산,5765426616,6204307871,1181604299
15,기타비유동금융자산,2262334322,2006164155,986292975
16,유형자산,303465455164,291294722703,290141160956
18,무형자산,109882106599,44097276740,26254291789
19,이연법인세자산,10409069621,12561936648,16428811795
20,기타비유동자산,107426696,9858057726,80109919
21,순확정급여자산,36413501964,4122373207,0
22,자산총계,871931521611,750130637554,649501373963
23,부채,,,
24,유동부채,277820826605,210884864289,226839490752
28,당기법인세부채,4231742,636162900,5129587647
29,기타유동금융부채,5366590809,25931397159,13177211508
30,기타유동부채,39765950412,11379972496,4088931796
31,유동충당부채,7364265802,7903641502,12344613928
32,유동계약부채,58129890721,37495946263,6288757185
33,유동리스부채,3035523103,2572704490,2207451013
34,매각예정부채,0,0,62138689206
35,비유동부채,140159474951,106000841289,9312168050
38,순확정급여부채및기타장기급여부채,2524073731,835429776,5920138762
39,비유동충당부채,0,21340000,21340000
40,이연법인세부채,2642679486,586491113,0
41,기타비유동금융부채,42019102072,1435550000,1330000000
42,비유동리스부채,2674624386,3122030400,1989518152
43,부채총계,417980301556,316885705578,236151658802
53,자본과부채총계,871931521611,750130637554,649501373963
