,tag,제 57 기,제 56 기,제 55 기
0,자산,,,
1,유동자산,59877889564,50833073328,56998861335
2,현금및현금성자산,13810951504,12693204410,10408341847
9,재고자산,17414742562,17257874996,14212626367
10,기타유동자산,209774700,253564671,323169837
11,비유동자산,162905667402,192482754276,189084490690
16,유형자산,118626693374,116628201739,107882412585
17,사용권자산,733220327,873388271,1749939038
18,무형자산,21957413378,43029116670,48593489902
20,순확정급여자산,1413192766,0,0
21,이연법인세자산,370544864,0,0
22,기타비유동자산,35180134,39894521,44436603
23,자산총계,222783556966,243315827604,246083352025
24,부채,,,
25,유동부채,37345393005,32225043235,33016966086
28,유동성장기부채,8025040000,7010780000,3546100000
32,당기법인세부채,1293968375,1077820998,1180508998
33,유동성리스부채,358924374,374185952,521885489
34,기타유동부채,1303005085,1125656420,1286562066
35,비유동부채,65727379480,67445326264,68908786857
37,리스부채,250816776,482036692,1216351047
38,장기종업원급여부채,519584254,255686646,57635199
39,이연법인세부채,7194608450,9420192926,9881610611
40,부채총계,103072772485,99670369499,101925752943
50,자본과부채총계,222783556966,243315827604,246083352025
