,tag,제 21 기,제 20 기,제 19 기
0,자산,,,
1,유동자산,1822951227868,1485925497598,1545723606015
2,현금및현금성자산,252910914352,74538166121,51002306722
4,유동계약자산,435351382992,402820865313,422996694519
5,재고자산,230836873287,218623676919,227217745450
6,기타유동금융자산,66651213914,48137060664,155372352428
7,기타유동자산,650039895567,611546292843,533549376087
8,당기법인세자산,,727213022,4363713677
9,매각예정분류자산,,70375130,
10,비유동자산,1189775995261,1090921537872,1049882893078
11,유형자산,856228522841,743221908574,743209333499
13,무형자산,171498960486,147646728608,126770995473
15,기타비유동금융자산,53820151039,45386042266,31253727031
16,기타비유동자산,4133902833,3602766498,3955328660
17,순확정급여자산,88840177016,24898341850,
18,이연법인세자산,10068009728,44837455132,66363412926
19,자산총계,3012727223129,2576847035470,2595606499093
20,부채,,,
21,유동부채,1899456288192,1481145703317,1380432960452
24,당기법인세부채,21017895992,484190857,
25,유동충당부채,27849902203,35010511794,28578763683
26,기타유동금융부채,182463572529,191486598793,98811320587
27,유동계약부채,1351790524197,878663245965,941530533635
28,기타유동부채,45220909886,16554780567,10456947918
29,비유동부채,178091867128,332396947156,542664886952
31,순확정급여부채,,,37929955512
32,기타비유동금융부채,26195001340,5174376569,4845403974
33,기타비유동부채,57158305992,9217289094,8767436923
34,부채총계,2077548155320,1813542650473,1923097847404
44,자본과부채총계,3012727223129,2576847035470,2595606499093
