,tag,제 35 기,제 34 기,제 33 기
0,자산,,,
1,유동자산,312848636055.0,359583072466.0,301048873070.0
2,현금및현금성자산,51782076781.0,32313355600.0,34733830633.0
3,기타유동금융자산,13617046106.0,2674243098.0,3354802508.0
5,당기법인세자산,8288473.0,152084108.0,490243098.0
6,재고자산,140946949390.0,194209120473.0,164570031822.0
7,기타유동자산,12256846822.0,14874551756.0,13919718627.0
8,유동파생상품자산,637946803.0,1165554163.0,
9,매각예정 또는 소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단,,,3412799233.0
10,비유동자산,220919505117.0,192697835184.0,203347015424.0
11,비유동 당기손익-공정가치 의무 측정 금융자산,22407661222.0,23830770813.0,18355855256.0
12,기타포괄손익-공정가치금융자산,50381000.0,50381000.0,50381000.0
13,기타비유동금융자산,4672862539.0,9329931953.0,13152434470.0
15,유형자산,166067504261.0,127488231243.0,124712666226.0
16,무형자산,2047018953.0,2876090287.0,3453183818.0
17,기타비유동자산,2871928238.0,2976470567.0,1996143557.0
18,이연법인세자산,5288625996.0,4364999031.0,5789966228.0
19,관계기업에 대한 투자자산,2814732077.0,17579400243.0,19793952378.0
20,자산총계,533768141172.0,552280907650.0,504395888494.0
21,부채,,,
22,유동부채,235632678098.0,301376033969.0,323635737497.0
26,기타유동금융부채,38247407038.0,42836829695.0,45740648519.0
27,당기법인세부채,10184046399.0,12180399059.0,1881250815.0
28,기타유동부채,4933612916.0,1218324491.0,2060472872.0
29,유동충당부채,302396944.0,287356512.0,227510685.0
30,비유동부채,42657573642.0,49018583992.0,30065163311.0
33,기타비유동금융부채,8350839760.0,26359365183.0,22975883610.0
34,비유동충당부채,93600000.0,93600000.0,93600000.0
35,퇴직급여부채,4077067564.0,4179425674.0,3185226366.0
36,기타비유동부채,136066318.0,228152234.0,160847335.0
37,부채총계,278290251740.0,350394617961.0,353700900808.0
46,자본과부채총계,533768141172.0,552280907650.0,504395888494.0
