,tag,제 13 기,제 12 기,제 11 기
0,자산,,,
1,유동자산,407797828586,318496756037,208494929631
2,현금및현금성자산,126044400369,83293432737,63152979838
5,기타유동금융자산,15071612415,14770893634,25274624451
6,기타유동자산,15736435491,17929990069,14615417271
7,당기법인세자산,318181329,483017474,4622193
8,재고자산,85595766867,75577420842,54864869255
9,매각예정자산,1942469120,7110959683,667670990
10,비유동자산,1416790486025,1409025778966,893181234093
12,기타포괄손익-공정가치 측정 금융자산,1818266638,892071638,882061638
13,당기손익-공정가치 측정 금융자산,32157859115,31258067999,26844613747
14,기타비유동금융자산,70260714,545893845,506893845
15,관계기업 및 공동기업투자자산,16219841179,15168665469,32495270891
16,이연법인세자산,3752651936,5615803563,3968423762
17,기타비유동자산,5196119563,4957796628,4606648695
18,유형자산,1160437965406,1107653271207,736593800652
19,무형자산,139109963909,190328762002,36269082094
21,자산총계,1824588314611,1727522535003,1101676163724
22,부채,,,
23,유동부채,279793158375,246526028725,221613091933
27,기타유동금융부채,8674619426,5755174642,6506838999
28,당기법인세부채,1251717607,4807595773,7754024885
29,충당부채,5393825451,5084512482,4819766993
30,기타유동부채,19676614505,14213403722,10312721428
31,매각예정비유동부채,,1572186301,
32,비유동부채,917712982287,959837192056,394049599927
35,기타비유동금융부채,12564182780,14239428215,16022621455
36,순확정급여부채,12291657879,18685248588,21236713087
37,충당부채,21605888860,25289492050,26373850209
38,이연법인세부채,114062792857,94447590801,74894162122
39,기타비유동부채,27458817122,24245242962,620469055
40,부채총계,1197506140662,1206363220781,615662691860
50,부채및자본총계,1824588314611,1727522535003,1101676163724
