,tag,제 6 기,제 5 기,제 4 기
2,매출총이익,156798158799,155976388678,156691165693
4,영업이익(손실),"(13,504,334,090)","(10,530,151,061)",12904372878
5,기타이익,1610099190,6461932697,1790309256
10,법인세비용차감전순이익(손실),"(13,246,645,256)","(13,833,971,419)",12551989779
12,당기순이익(손실),"(15,009,013,754)","(14,985,617,755)",6964801820
13,당기순이익(손실)의 귀속,,,
14,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(13,090,894,281)","(12,473,278,738)",6916120968
15,비지배지분에 귀속되는 당기순이익(손실),"(1,918,119,473)","(2,512,339,017)",48680852
25,주당이익,,,
26,기본주당이익(손실) (단위 : 원),(898),(854),473
27,희석주당이익(손실) (단위 : 원),(898),(854),473
