,tag,제 24 기,제 23 기,제 22 기
2,매출총이익,570320201235,407518334253,25463074607
4,영업이익(손실),356188977348,306613111206,19057664833
7,기타이익,189595716870,4509413293,1086602812
10,법인세비용차감전순이익(손실),420860608379,237564264444,32047153188
12,당기순이익(손실),904912818973,192610284609,26670326348
22,지분법이익잉여금변동,"(44,503,992)",1911258508,3022176197
24,당기순이익(손실)의 귀속,,,
25,지배기업의 소유주에게 귀속되는 당기순이익(손실),488596163553,47920141424,26670326348
26,비지배지분에 귀속되는 당기순이익(손실),416316655420,144690143185,
30,주당이익,,,
31,계속영업주당이익 (단위 : 원),5177,970,768
32,중단영업주당이익 (단위 : 원),8395,419,
