,tag,제 52 기,제 51 기,제 50 기
2,매출총이익,93757200894,76737413683,72644321020
4,영업이익(손실),18828034737,8544877436,9603185124
6,기타이익,1636836528,1293989275,1813639822
10,법인세비용차감전순이익(손실),15539807487,2885757611,2570709421
12,당기순이익(손실),11698989585,"(1,495,002,759)",1271936773
19,당기순이익(손실)의 귀속,,,
20,지배기업의 소유주에게 귀속되는 당기순이익(손실),9935268585,"(4,538,474,241)","(1,545,690,259)"
21,비지배지분에 귀속되는 당기순이익(손실),1763721000,3043471482,2817627032
25,주당이익,,,
26,기본주당이익(손실) (단위 : 원),175,(80),(27)
27,희석주당이익(손실) (단위 : 원),175,(80),(27)
