,tag,제 4 기,제 3 기,제 2 기
2,매출총이익,45402753056,77545450734,96737283822
4,영업이익(손실),"(45,208,869,606)",5004010041,30385573962
9,법인세비용차감전순이익(손실),"(36,717,061,962)",3569874260,"(2,277,481,410)"
11,계속영업이익(손실),"(43,831,860,778)",2696951403,"(11,038,453,090)"
12,중단영업이익(손실),"(3,379,812,678)","(2,542,078,625)",
13,- 당기순이익(손실),"(47,211,673,456)",154872778,"(11,038,453,090)"
14,당기순이익(손실)의 귀속,,,
15,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(11,343,751,379)",11874176082,"(11,038,453,090)"
16,비지배지분에 귀속되는 당기순이익(손실),"(35,867,922,077)","(11,719,303,304)",
17,지배기업 소유주지분에 대한 주당순이익,,,
18,보통주 기본 및 희석 주당이익(계속) (단위 : 원),(185),364,(279)
19,구형우선주 기본 및 희석 주당이익(계속) (단위 : 원),(184),364,(278)
20,보통주 기본 및 희석 주당이익(중단) (단위 : 원),(78),(64),
21,구형우선주 기본 및 희석 주당이익(중단) (단위 : 원),(78),(64),
