,tag,제 13 기,제 12 기,제 11 기
2,매출총이익,171650111183,133652296948,103250340046
4,영업이익(손실),48301486163,18489525473,10027475041
10,법인세비용차감전순이익(손실),"(7,741,897,895)",38890689151,62638552582
12,계속영업이익(손실),"(9,644,371,057)",34049871670,59409305672
13,중단영업이익(손실),,"(22,220,624,479)","(11,238,542,683)"
14,당기순이익(손실),"(9,644,371,057)",11829247191,48170762989
20,관계기업의 이익잉여금 변동,"(3,763,959)",2126107,148072867
26,당기순이익(손실)의 귀속,,,
40,주당이익,,,
41,기본주당이익(손실) (단위 : 원),(321),(286),1414
42,계속영업기본주당이익(손실) (단위 : 원),(321),334,1742
43,중단영업기본주당이익(손실) (단위 : 원),,(620),(328)
44,희석주당이익(손실) (단위 : 원),(321),(286),1347
45,계속영업희석주당이익(손실) (단위 : 원),(321),334,1652
46,중단영업희석주당이익(손실) (단위 : 원),,(620),(305)
