,tag,제 76 기,제 75 기,제 74 기
2,Ⅲ.매출총이익,313711362480,216387049903,178557931498
4,Ⅴ.영업이익(손실),88279120517,38206130770,33135607128
9,Ⅹ.지분법이익,1592840934,2316238500,1322312839
10,XI.법인세비용차감전순이익(손실),57555933360,41552780282,27270819376
12,XⅢ.당기순이익(손실),38470968608,34671963023,21001956079
13,XIV.당기순이익(손실)의 귀속,,,
14,(1)지배기업의 소유주에게 귀속되는 당기순이익(손실),38648392746,33550841613,20419913881
15,(2)비지배지분에 귀속되는 당기순이익(손실),"(177,424,138)",1121121410,582042198
20,3.토지재평가이익,0,2128320000,111871970455
24,2.해외사업장환산외환차이(세전기타포괄이익),3956045887,4241092886,"(2,875,650,602)"
30,XVIII.주당이익,,,
31,(1)기본주당이익(손실) (단위 : 원),1812,1619,985
32,(2)희석주당이익(손실) (단위 : 원),1631,1535,985
