,tag,제 23 기,제 22 기,제 21 기
5,Ⅲ.영업이익(손실),83005140896.0,102997236878,108261982828
8,Ⅵ.기타이익 (주30),1578714926.0,1482761258,770641695
10,Ⅷ.법인세비용차감전순이익(손실),105313580738.0,121032401630,116071306702
12,Ⅹ.당기순이익(손실),72393876276.0,86850897264,86256603661
13,XI.당기순이익(손실)의 귀속,,,
14,(1)지배기업의 소유주에게 귀속되는 당기순이익(손실),72392775233.0,86857996218,86199561975
15,(2)비지배지분에 귀속되는 당기순이익(손실),1101043.0,"(7,098,954)",57041686
26,XV.주당이익 (주32),,,
27,(1)기본주당이익(손실) (단위 : 원),2441.0,2862,2802
28,(2)희석주당이익(손실) (단위 : 원),2441.0,2862,2802
