,tag,제 50 기,제 49 기,제 48 기
2,매출총이익,10323764301.0,10676634324,10179485249
4,영업이익(손실),2203821596.0,3043982349,1710690523
10,법인세비용차감전순이익(손실),11294581428.0,4185980267,6537205077
16,지배기업의 소유주에게 귀속되는 당기순이익(손실),8293214801.0,3280117010,4397056199
17,계속영업이익,8278194542.0,3268945843,4271878880
18,중단영업이익,15020259.0,11171167,125177319
19,비지배지분에 귀속되는 당기순이익(손실),143798418.0,"(64,519,338)",142081694
20,계속영업이익,143644155.0,"(64,703,382)",22332817
21,중단영업이익,154263.0,184044,119748877
34,주당이익,,,
35,기본주당이익(손실) (단위 : 원),1015.0,390,512
36,계속영업기본 및 희석주당이익(손실) (단위 : 원),1013.0,389,497
37,중단영업기본및 희석주당이익(손실) (단위 : 원),2.0,1,15
