,tag,제 64 기,제 63 기,제 62 기
5,매출총이익,49802723596,50912100072.0,47739579804
14,영업이익 (주4),19352102542,23951912869.0,22352546930
19,법인세비용차감전순이익,57476265429,54621104299.0,41125998868
21,당기순이익,57700063384,44918343830.0,34664568581
25,지분법이익잉여금의 법인세효과,287324956,,
32,당기순이익(손실)의 귀속,,,
33,지배기업 소유주지분 순이익,53835969511,40328226859.0,28174208286
34,비지배주주순이익,3864093873,4590116971.0,6490360295
36,지배기업 소유주지분 순이익,54538679130,47131065612.0,27454450867
37,비지배주주순이익,3832803340,4952730936.0,6360154517
39,기본주당이익 (단위 : 원),3054,2288.0,1600
