,tag,제 40 기,제 39 기,제 38 기
2,매출총이익,489339677812,450727864430,392561783588
4,영업이익,42327369054,42952922677,20719906311
9,관계기업투자이익,0,32766107,0
10,법인세비용차감전계속사업순이익,8881913756,36691978044,"(11,146,795,209)"
12,계속영업이익,8371164086,34251408557,"(25,509,465,760)"
14,당기순이익(손실),8092750248,34162109612,"(25,737,337,999)"
15,당기순이익(손실)의 귀속,,,
21,지분법이익잉여금,"(6,381,259)","(10,443,511)",0
25,총포괄이익,11666421687,37280075876,"(25,238,572,801)"
30,기본및희석주당이익 (단위 : 원),103,289,(296)
31,기본및희석주당중단이익(손실) (단위 : 원),(3),(1),(3)
32,기본및희석주당계속사업이익 (단위 : 원),107,291,(293)
