,tag,제 42 기,제 41 기,제 40 기
2,매출총이익,146020755,202827777.0,116784670
3,투자자산에 대한 지분법이익,239239,17363.0,411986
5,영업이익(손실),313224,66156826.0,"(17,783,858)"
10,관계기업에 대한 지분법이익,17126,1613756.0,8579994
12,관계기업투자주식 처분이익,0,1106496.0,5662918
13,법인세비용차감전순이익(손실),"(6,857,913)",56943558.0,"(55,511,962)"
15,계속영업이익(손실),"(7,855,402)",21504498.0,"(69,435,475)"
16,중단영업이익,5385677,5053070.0,"(8,475,514)"
17,당기순이익(손실),"(2,469,725)",26557568.0,"(77,910,989)"
18,당기순이익(손실)의 귀속,,,
19,지배기업의 소유주에 귀속될 당기순이익(손실),"(9,964,568)",21605447.0,"(67,624,955)"
20,비지배지분에 귀속될 당기순이익(손실),7494843,4952121.0,"(10,286,034)"
26,해외사업환산이익(손실),0,2039080.0,"(202,682)"
