,tag,제 6 기,제 5 기,제 4 기
2,매출총이익,615094863723,881379728174,387998077116
4,영업이익,230480673367,555185910439,155357974357
9,지분법이익(손실),"(762,536,109)",1618945234,1757212860
10,법인세비용차감전계속영업순이익,236700717561,538621650705,125871571847
12,계속영업당기순이익,231475869672,370609564715,89947154425
13,법인세비용차감전중단영업순이익(손실),,"(134,418,662,607)",218381756938
15,중단영업당기순이익(손실),,"(101,866,226,697)",165214055350
16,법인세비용차감전순이익,236700717561,404202988098,344253328785
18,당기순이익(손실),231475869672,268743338018,255161209775
22,해외사업환산이익,"(1,460,722,533)",4238697803,"(194,585,531)"
23,파생상품평가이익,535165588,1194758118,"(145,731,021)"
26,당기총포괄이익,245600042257,268492331424,252283638901
27,계속영업당기순이익의 귀속,231475869672,370609564715,89947154425
30,당기순이익(손실)의 귀속,,,
33,당기총포괄이익의 귀속,,,
36,주당이익,,,
37,보통주 및 우선주 주당순이익 (단위 : 원),,,
38,계속영업기본보통주당순이익 (단위 : 원),9910,14007,4533
39,중단영업기본보통주당이익(손실) (단위 : 원),,"(5,421)",8414
40,계속영업기본우선주당이익 (단위 : 원),9960,13921,4523
41,중단영업기본우선주당순이익(손실) (단위 : 원),,,8378
42,희석주당이익(손실) (단위 : 원),,,
43,계속영업희석보통주당이익 (단위 : 원),9880,11909,4576
44,중단영업희석보통주당이익 (단위 : 원),,"(3,273)",8405
