,tag,제 44 기,제 43 기,제 42 기
2,Ⅲ.매출총이익,76231393815,51943331478,69100774053
6,Ⅶ.영업이익(손실),21021027961,2386598711,18509433226
7,(1)금융이익,3029054073,864174673,5455043763
11,(5)기타영업외이익,11314215903,3337296014,5951484217
13,Ⅷ.법인세비용차감전순이익(손실),47492815899,"(17,537,272,629)",3383949751
15,Ⅹ.계속영업당기순이익(손실),36788170058,"(15,861,729,544)",10283038701
16,XI.중단영업이익(손실),"(2,516,587,029)",0,"(24,005,944,535)"
18,XⅡ.연결당기순이익,34271583029,"(15,861,729,544)","(13,722,905,834)"
19,XⅢ.당기순이익(손실)의 귀속,,,
24,XIV.주당이익,,,
25,(1)기본주당이익(손실) (단위 : 원),168,(79),(84)
26,(2)계속영업기본주당이익(손실) (단위 : 원),180,(79),63
27,(3)중단영업기본주당이익(손실) (단위 : 원),(12),0,(147)
