,tag,제 69 기,제 68 기,제 67 기
2,Ⅲ.매출총이익,28899789501,27743877378,31493241602
4,Ⅴ.영업이익(손실),"(14,020,928,187)","(8,008,762,543)","(10,803,222,467)"
10,XI.법인세비용차감전순이익(손실),"(24,473,349,636)","(16,275,588,812)","(21,631,882,349)"
12,XⅢ.당기순이익(손실),"(24,431,930,755)","(17,669,052,258)","(20,527,205,181)"
13,XIV.당기순이익(손실)의 귀속,,,
14,(1)지배기업의 소유주에게 귀속되는 당기순이익(손실),"(23,964,879,798)","(17,506,115,825)","(15,885,871,468)"
15,(2)비지배지분에 귀속되는 당기순이익(손실),"(467,050,957)","(162,936,433)","(4,641,333,713)"
26,XVIII.주당이익,,,
27,(1)기본주당이익(손실) (단위 : 원),(314),(305),(415)
28,(2)희석주당이익(손실) (단위 : 원),(314),(305),(415)
