,tag,제 41 기,제 40 기,제 39 기
2,매출총이익,98792994787,93492345033,86602112436
4,영업이익(손실),29810419721,31275795116,28418311692
5,금융이익,3537888211,2161734874,1676115869
7,기타영업외이익,1534411243,1390240607,1757566761
10,법인세비용차감전순이익(손실),29808164082,33881528304,31081793160
12,당기순이익(손실),23733586732,26458506063,23191297653
18,당기순이익(손실)의 귀속,,,
19,지배기업의 소유주에게 귀속되는 당기순이익(손실),23921351116,26659600069,23387790168
20,비지배지분에 귀속되는 당기순이익(손실),"(187,764,384)","(201,094,006)","(196,492,515)"
24,주당이익,,,
25,기본주당이익(손실) (단위 : 원),1567,1746,1532
26,희석주당이익(손실) (단위 : 원),1567,1746,1532
