,tag,제 79 기,제 78 기,제 77 기
2,매출총이익,89994651959,83078213681,93999919342
4,영업이익(손실),12224651499,"(15,293,087,301)",5522905191
5,기타이익,3733751393,12037919847,19605940411
9,법인세비용차감전순이익(손실),8919524090,"(19,549,099,496)",16580831053
11,당기순이익(손실),8831820464,"(10,360,886,456)",7494985952
21,당기순이익(손실)의 귀속,,,
22,지배기업의 소유주에게 귀속되는 당기순이익(손실),5837527768,"(16,555,159,161)","(965,677,310)"
23,비지배지분에 귀속되는 당기순이익(손실),2994292696,6194272705,8460663262
27,주당이익,,,
28,기본주당이익(손실) (단위 : 원),265,(750),(45)
29,희석주당이익(손실) (단위 : 원),426,(750),(45)
