,tag,제 60 기,제 59 기,제 58 기
2,매출총이익,74533350792,53576767721,49170763891
4,영업이익(손실),7202639035,"(4,744,474,966)","(20,761,642,679)"
10,법인세비용차감전순이익(손실),3054888352,63390855056,"(20,816,778,265)"
12,계속영업이익(손실),1774226205,46959184631,"(14,371,603,915)"
13,중단영업이익(손실),0,0,4020067546
14,당기순이익(손실),1774226205,46959184631,"(10,351,536,369)"
15,당기순이익(손실)의 귀속,,,
29,주당이익,,,
30,기본주당이익(손실) (단위 : 원),9,232,(51)
31,계속영업기본주당이익(손실) (단위 : 원),9,232,(71)
32,중단영업기본주당이익(손실) (단위 : 원),0,0,20
33,희석주당이익(손실) (단위 : 원),9,232,(51)
34,계속영업희석주당이익(손실) (단위 : 원),9,232,(71)
35,중단영업희석주당이익(손실) (단위 : 원),0,0,20
