,tag,제 17 기,제 16 기,제 15 기
2,매출총이익,34548618320,26890968348,18523229340
4,영업이익(손실),"(20,058,514,812)","(35,461,164,093)","(61,357,335,935)"
5,기타이익,27096871016,23065500067,8429140659
9,지분법이익(손실),"(2,852,019,337)","(5,741,981,264)",5473983519
10,법인세비용차감전순이익(손실),"(31,318,339,188)","(32,640,141,519)","(76,651,530,824)"
12,당기순이익(손실),"(30,197,983,571)","(31,747,573,073)","(83,133,991,549)"
17,당기순이익(손실)의 귀속,,,
18,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(30,146,094,728)","(31,682,609,932)","(83,148,680,845)"
19,비지배지분에 귀속되는 당기순이익(손실),"(51,888,843)","(64,963,141)",14689296
23,주당이익,,,
24,기본주당이익(손실) (단위 : 원),(702),(769),"(2,008)"
25,희석주당이익(손실) (단위 : 원),(719),(778),"(2,012)"
