,tag,제 33 기,제 32 기,제 31 기
2,매출총이익,123989815851,92155600749,60249142737
4,영업이익(손실),"(6,714,005,791)","(16,401,042,931)","(3,566,837,922)"
5,기타이익,22582639239,9945210157,9497004729
10,법인세비용차감전순이익(손실),83877723664,"(26,059,289,775)","(60,681,788,763)"
12,계속영업이익(손실),94546157588,"(29,152,270,603)","(62,280,613,272)"
13,중단영업이익(손실),0,0,"(380,457,150)"
14,당기순이익(손실),94546157588,"(29,152,270,603)","(62,661,070,422)"
15,당기순이익(손실)의 귀속,,,
16,지배기업의 소유주에게 귀속되는 당기순이익(손실),77578672683,"(39,680,238,659)","(48,824,766,447)"
17,계속영업이익(손실),77578672683,"(39,680,238,659)","(48,682,095,016)"
18,중단영업이익(손실),0,0,"(142,671,431)"
19,비지배지분에 귀속되는 당기순이익(손실),16967484905,10527968056,"(13,836,303,975)"
20,계속영업이익(손실),16967484905,10527968056,"(13,598,518,256)"
21,중단영업이익(손실),0,0,"(237,785,719)"
33,주당이익,,,
34,기본주당이익(손실) (단위 : 원),3399,"(1,721)","(2,117)"
35,계속영업기본주당이익(손실) (단위 : 원),3399,"(1,721)","(2,111)"
36,중단영업기본주당이익(손실) (단위 : 원),0,0,(6)
37,희석주당이익(손실) (단위 : 원),3399,"(1,721)","(2,117)"
38,계속영업희석주당이익(손실) (단위 : 원),3399,"(1,721)","(2,111)"
39,중단영업희석주당이익(손실) (단위 : 원),0,0,(6)
