,tag,제 67 기,제 66 기,제 65 기
2,Ⅲ.매출총이익,266030411811,266053720917,162154463456
4,Ⅴ.영업이익(손실),197916716776,200741467324,82681994091
10,XI.법인세비용차감전순이익(손실),182586375737,237889169535,66013565244
12,XⅢ.계속영업이익(손실),122469852392,178382902845,37385685704
13,XIV.중단영업이익(손실),1454923663,,"(901,492,002)"
14,XV.당기순이익(손실),123924776055,178382902845,36484193702
15,XVI.당기순이익(손실)의 귀속,,,
29,XVIII.총포괄이익(손실),119092125160,168487561560,29139940535
33,XX.주당이익,,,
34,(1)기본주당이익(손실) (단위 : 원),,,
35,1.계속영업기본주당이익(손실) (단위 : 원),5718,8106,2312
36,2.중단영업기본주당이익(손실) (단위 : 원),42,,(52)
