,tag,제 40 기,제 39 기,제 38 기
2,매출총이익,102712488588,62022095927,31973050682
5,영업이익,15878066941,17298658675,1744237653
10,지분법이익,2783926800,2510553748,3598122248
13,법인세차감전순이익,40811509744,7283130301,"(780,447,596)"
15,당기순이익,33531899250,4655797485,"(862,880,711)"
16,지배기업지분순이익,24329306191,2384276463,"(665,533,223)"
17,비지배지분순이익,9202593059,2271521022,"(197,347,488)"
18,기타포괄이익,1176215265,2971962643,592165133
22,지분법이익잉여금변동,"(406,811,536)",1336911842,192700136
26,지배기업지분포괄이익,25124415255,4574963585,"(73,368,090)"
27,비지배지분포괄이익,9583699260,3052796543,"(197,347,488)"
28,주당이익,,,
29,기본주당이익 (단위 : 원),201,28,(10)
30,희석주당이익 (단위 : 원),201,28,(10)
