,tag,제 56 기,제 55 기,제 54 기
2,매출총이익,21989284897,20493301316,13554615348
4,영업이익(손실),588292963,871731347,"(2,842,637,633)"
5,기타이익,1521541015,635345890,6347830896
10,법인세비용차감전순이익(손실),"(935,886,756)","(8,810,217,795)","(3,654,275,292)"
12,계속영업이익(손실),"(657,667,869)","(8,649,615,330)","(5,000,560,896)"
13,중단영업이익(손실),0,2413685205,294787353
14,당기순이익(손실),"(657,667,869)","(6,235,930,125)","(4,705,773,543)"
23,당기순이익(손실)의 귀속,,,
24,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(650,905,529)","(6,310,819,169)","(4,692,067,646)"
25,비지배지분에 귀속되는 당기순이익(손실),"(6,762,340)",74889044,"(13,705,897)"
29,주당이익,,,
30,기본주당이익(손실) (단위 : 원),(16),(183),(211)
31,계속영업기본주당이익(손실) (단위 : 원),(16),(253),(224)
32,중단영업기본주당이익(손실) (단위 : 원),0,70,13
