,tag,제 23 기,제 22 기,제 21 기
2,매출총이익,9608080919,13300155600,17647254155
4,영업이익(손실),"(2,047,208,320)","(2,114,389,876)","(580,360,008)"
9,법인세비용차감전순이익(손실),"(13,656,713,478)","(17,889,861,473)","(16,493,581,514)"
11,계속영업이익(손실),"(12,812,632,084)","(17,092,049,193)","(16,766,506,934)"
12,중단영업이익(손실),8666135064,2444474910,"(2,573,726,335)"
13,당기순이익(손실),"(4,146,497,020)","(14,647,574,283)","(19,340,233,269)"
14,당기순이익(손실)의 귀속,,,
15,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(4,095,826,719)","(14,509,212,919)","(18,628,989,681)"
16,비지배지분에 귀속되는 당기순이익(손실),"(50,670,301)","(138,361,364)","(711,243,588)"
30,주당이익,,,
31,기본주당이익(손실) (단위 : 원),(180),(924),"(1,383)"
32,계속영업기본주당이익(손실) (단위 : 원),(563),"(1,089)","(1,199)"
33,중단영업기본주당이익(손실) (단위 : 원),383,165,(184)
34,희석주당이익(손실) (단위 : 원),(180),(924),"(1,383)"
35,계속영업희석주당이익(손실) (단위 : 원),(563),"(1,089)","(1,199)"
36,중단영업희석주당이익(손실) (단위 : 원),383,165,(184)
