,tag,제 27 기,제 26 기,제 25 기
2,매출총이익,123908925250,89451809625,81150210302
4,영업이익(손실),30651133401,19637903345,16500753182
5,기타이익,7052563508,6054066813,9191891004
7,지분법이익,3119118477,1603500933,536680279
8,지분법투자주식처분이익,0,0,0
9,관계기업/공동기업투자처분이익,"(19,122,629)",448647705,77457475
17,법인세비용차감전순이익(손실),32693557928,20842434273,14719770124
19,당기순이익(손실),26923928291,16010649906,10364661951
28,당기순이익(손실)의 귀속,,,
29,지배기업의 소유주에게 귀속되는 당기순이익(손실),23407462600,14521727675,9302686451
30,비지배지분에 귀속되는 당기순이익(손실),3516465691,1488922231,1061975500
34,주당이익,,,
35,기본주당이익(손실) (단위 : 원),2449,1537,974
36,희석주당이익(손실) (단위 : 원),2449,1537,974
