,tag,제 17 기,제 16 기,제 15 기
2,매출총이익,138285580257.0,132053174659,146683456550
4,영업이익(손실),26100359244.0,25525165411,32297042658
5,기타이익,2045754788.0,4411939734,1260628996
9,지분법이익,1579060248.0,547773427,1909312085
11,법인세비용차감전순이익(손실),17779741850.0,24018930132,27726766344
13,당기순이익(손실),11548261970.0,14445731072,17981478714
21,당기순이익(손실)의 귀속,,,
22,지배기업의 소유주에게 귀속되는 당기순이익(손실),11548261970.0,14445731072,17981478714
23,비지배지분에 귀속되는 당기순이익(손실),,,
27,주당이익,,,
28,기본주당이익(손실) (단위 : 원),564.0,706,879
29,희석주당이익(손실) (단위 : 원),569.0,711,884
