,tag,제 35 기,제 34 기,제 33 기
2,매출총이익(손실),1008894556038,374616039158,81106187166
4,영업이익(손실),598763774896,93203600406,"(271,788,563,756)"
10,법인세비용차감전순이익(손실),"(7,699,984,635)","(639,628,067,479)","(450,416,460,162)"
12,계속영업이익(손실),26525711603,"(594,380,650,270)","(476,614,616,232)"
13,중단영업이익(손실),,77570676060,"(26,357,244,714)"
14,당기순이익(손실),26525711603,"(516,809,974,210)","(502,971,860,946)"
19,유형자산 재평가이익,63296879402,,
24,당기순이익(손실)의 귀속,,,
32,계속영업 기본 및 희석주당이익(손실) (단위 : 원),498,"(7,022)","(5,162)"
33,중단영업 기본 및 희석주당이익(손실) (단위 : 원),,970,(211)
