,tag,제 21 기,제 20 기,제 19 기
8,영업이익(손실),"(23,331,280,109)","(16,797,556,309)","(7,530,525,117)"
13,계속사업법인세비용차감전순이익(손실),"(35,909,597,525)","(13,025,609,762)","(12,836,486,686)"
15,계속영업이익(손실),"(36,297,830,143)","(13,602,674,400)","(13,872,839,045)"
16,계속사업당기순이익(손실),"(36,297,830,143)","(13,602,674,400)","(13,872,839,045)"
18,당기순이익(손실),"(36,297,830,143)","(13,602,674,400)","(13,829,312,496)"
25,당기순이익(손실)의 귀속,,,
26,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(36,297,830,143)","(13,602,674,400)","(13,829,312,496)"
29,주당이익,,,
30,기본주당이익(손실) (단위 : 원),"(1,358)",(510),(532)
31,희석주당이익(손실) (단위 : 원),"(1,358)",(510),(532)
32,계속사업기본주당이익(손실) (단위 : 원),"(1,358)",(510),(534)
33,계속사업희석주당이익(손실) (단위 : 원),"(1,358)",(510),(534)
34,중단사업기본주당이익(손실) (단위 : 원),,,2
35,중단사업희석주당이익(손실) (단위 : 원),,,2
