,tag,제 51 기,제 50 기,제 49 기
2,매출총이익,904527064,716437985,5865647430
4,영업이익(손실),"(10,667,657,649)","(14,611,402,282)","(12,071,037,661)"
10,법인세비용차감전순이익(손실),"(19,511,265,960)","(35,926,819,948)","(18,364,670,950)"
12,계속영업당기순이익(손실),"(19,511,265,960)","(35,884,715,402)","(21,863,063,779)"
13,중단영업이익(손실),"(2,191,995,208)","(3,920,653,139)","(192,563,428)"
14,당기순이익(손실),"(21,703,261,168)","(39,805,368,541)","(22,055,627,207)"
24,당기순이익(손실)의 귀속,,,
26,계속사업 당기순이익(손실),"(19,242,641,756)","(34,643,764,675)","(21,766,342,208)"
27,중단사업 당기순이익(손실),"(2,191,995,208)","(3,920,653,139)",
29,계속사업 당기순이익(손실),"(268,624,204)","(1,240,950,727)","(289,284,999)"
30,중단사업 당기순이익(손실),0,,
34,주당이익,,,
35,기본주당이익(손실) (단위 : 원),"(7,588)","(13,188)",(531)
36,계속영업기본주당이익(손실) (단위 : 원),"(6,812)","(11,847)",(526)
37,중단영업기본주당이익(손실) (단위 : 원),(776),"(1,341)",(5)
38,희석주당이익(손실) (단위 : 원),"(7,588)","(13,188)",(531)
39,계속영업기본주당이익(손실) (단위 : 원),"(6,812)","(11,847)",(526)
40,중단영업기본주당이익(손실) (단위 : 원),(776),"(1,341)",(5)
