,tag,제 31 기,제 30 기,제 29 기
2,매출총이익,65711193873,62440408597,23371564706
4,영업이익(손실),32517326322,26919687491,3527629021
5,기타이익,26061920511,22920744122,5274244918
9,법인세비용차감전순이익(손실),32602361124,37047412023,"(14,917,502,870)"
11,계속영업이익(손실),26571960650,32743278478,"(13,364,917,102)"
12,중단영업이익(손실),"(1,561,122,709)",365045146,"(441,755,468)"
13,당기순이익(손실),25010837941,33108323624,"(13,806,672,570)"
20,당기순이익(손실)의 귀속,,,
21,지배기업의 소유주에게 귀속되는 당기순이익(손실),24813330685,33412209394,"(13,705,272,696)"
22,비지배지분에 귀속되는 당기순이익(손실),197507256,"(303,885,770)","(101,399,874)"
26,주당이익,,,
27,기본주당이익(손실) (단위 : 원),1094,1473,(604)
28,희석주당이익(손실) (단위 : 원),1094,1473,(604)
