,tag,제 22 기,제 21 기,제 20 기
2,매출총이익,9986462,11214628,6309195.0
4,영업이익,2995698,5026370,1801427.0
10,법인세차감전순이익,2812551,4892030,948199.0
12,계속영업이익,2171069,3656251,580360.0
13,중단영업이익,24449,297653,102048.0
14,당기순이익(손실),2195518,3953904,682408.0
15,당기순이익(손실)의 귀속,,,
17,계속영업이익,1820914,3372134,410586.0
18,중단영업이익,24449,297653,102048.0
20,계속영업이익,350155,284117,169774.0
21,주당이익,,,
22,보통주 기본주당이익 (단위 : 원),23670,47108,6666.0
23,보통주 기본주당계속영업이익 (단위 : 원),23357,43287,5338.0
24,우선주 기본주당이익 (단위 : 원),23720,47158,6716.0
25,우선주 기본주당계속영업이익 (단위 : 원),23407,43337,5388.0
