,tag,제 42 기,제 41 기,제 40 기
2,매출총이익(손실),"(2,835,085,264)","(7,478,071,696)","(6,712,640,007)"
4,영업이익(손실),"(10,679,035,041)","(11,966,559,122)","(11,594,834,942)"
10,법인세비용차감전순이익(손실),"(30,357,952,707)","(11,948,327,703)","(24,233,138,681)"
12,계속영업이익(손실),,"(11,948,327,703)","(24,233,138,681)"
13,중단영업이익(손실),,,"(457,854,118)"
14,당기순이익(손실),"(30,357,952,707)","(11,948,327,703)","(24,690,992,799)"
15,당기순이익(손실)의 귀속,,,
16,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(30,357,952,707)","(11,948,327,703)","(24,611,585,422)"
17,비지배지분에 귀속되는 당기순이익(손실),,,"(79,407,377)"
27,주당이익,,,
28,기본주당이익(손실) (단위 : 원),"(1,090)",(542),1991
29,희석주당이익(손실) (단위 : 원),"(1,090)",(542),1954
