,tag,제 23 기,제 22 기,제 21 기
2,매출총이익,126405180996,105852795068,74341390236
4,영업이익(손실),46664445394,34491517174,"(37,069,534,839)"
5,기타이익,1757510219,109563304668,13195079377
10,법인세비용차감전순이익(손실),49526136526,128265330912,"(42,138,869,072)"
12,당기순이익(손실),36595835601,93262649042,"(30,038,850,866)"
21,당기순이익(손실)의 귀속,,,
22,지배기업의 소유주에게 귀속되는 당기순이익(손실),37009995377,94153921077,"(29,576,742,636)"
23,비지배지분에 귀속되는 당기순이익(손실),"(414,159,776)","(891,272,035)","(462,108,230)"
27,주당이익,,,
28,기본주당이익(손실) (단위 : 원),5766,16083,"(5,337)"
29,희석주당이익(손실) (단위 : 원),5764,16005,"(5,337)"
