,tag,제 21 기,제 20 기,제 19 기
2,매출총이익,20236230,18897222,15345864
8,영업이익(손실),3550972,4057997,3843381
11,지분법이익(손실),"(1,168,026)",448881,"(24,177)"
14,법인세비용차감전순이익(손실),2539811,3838896,3314648
16,계속영업당기순이익(손실),2007504,2781119,2722658
17,중단영업당기순이익(손실),"(144,381)","(1,366,147)","(658,868)"
18,당기순이익(손실),1863123,1414972,2063790
19,당기순이익(손실)의 귀속,,,
22,주당이익,,,
23,기본주당이익(손실) (단위 : 원),,,
24,보통주기본주당이익(손실) (단위 : 원),6640,5725,10926
25,계속영업 보통주기본주당이익(손실) (단위 : 원),7441,13305,14393
26,중단영업 보통주기본주당이익(손실) (단위 : 원),(801),"(7,580)","(3,467)"
27,우선주기본주당이익(손실) (단위 : 원),6690,5775,10976
28,계속영업 우선주기본주당이익(손실) (단위 : 원),7491,13355,14443
29,중단영업 우선주기본주당이익(손실) (단위 : 원),(801),"(7,580)","(3,467)"
