,tag,제 46 기,제 45 기,제 44 기
2,매출총이익,1426827770680.0,2698106050770.0,950769144309.0
4,영업이익(손실),1147745512728.0,2406835526956.0,742159982879.0
5,기타이익,137343777789.0,140534853381.0,61512066891.0
10,법인세비용차감전순이익(손실),1251576092191.0,2618120147275.0,766946736716.0
12,계속영업이익(손실),1025704605758.0,1965576708770.0,559654810210.0
13,중단영업이익(손실),0.0,0.0,23327500441.0
14,당기순이익(손실),1025704605758.0,1965576708770.0,582982310651.0
15,당기순이익(손실)의 귀속,,,
16,지배기업의 소유주에게 귀속되는 당기순이익(손실),1025448311762.0,1965465321929.0,582899085058.0
17,비지배지분에 귀속되는 당기순이익(손실),256293996.0,111386841.0,83225593.0
18,주당이익,,,
19,기본주당이익(손실) (단위 : 원),37290.0,70433.0,20881.0
20,계속영업기본주당이익(손실) (단위 : 원),37290.0,70433.0,20045.0
21,중단영업기본주당이익(손실) (단위 : 원),0.0,0.0,836.0
