,tag,제 11 기,제 10 기,제 9 기
2,매출총이익,72905892225,46346056797,45131284968
6,영업이익(손실),8078839374,871568800,14785070901
9,기타이익,1174727340,3708044692,641374602
11,지분법이익(손실),"(42,739,189)",263207213,
12,법인세비용차감전순이익(손실),7810959621,7085411084,9709418419
14,당기순이익(손실),6892156121,6064529480,7276980154
15,당기순이익(손실)의 귀속,,,
16,지배기업의 소유주에게 귀속되는 당기순이익(손실),7794181762,6064529480,7276980154
17,비지배지분에 귀속되는 당기순이익(손실),"(902,025,641)",,
21,총 포괄이익,,,
24,주당이익,,,
25,기본주당이익(손실) (단위 : 원),561,436,524
26,희석주당이익(손실) (단위 : 원),561,436,524
