,tag,제 27 기,제 26 기,제 25 기
2,영업이익(손실),82418820782,88822009755,50413528348
5,기타이익,2705675059,1847803768,762120795
8,법인세비용차감전순이익(손실),82573184139,89063339425,47535022166
10,계속영업이익(손실),59513056225,70938091593,37851212611
11,중단영업이익(손실),0,"(69,343,263)","(1,590,878,620)"
12,당기순이익(손실),59513056225,70868748330,36260333991
13,계속사업당기순이익(손실)의 귀속,,,
14,지배기업의 소유주에게 귀속되는 당기순이익(손실),59741392272,71091356766,38185851758
15,비지배지분에 귀속되는 당기순이익(손실),"(228,336,047)","(153,265,173)","(334,639,147)"
16,중단영업당기순이익(손실)의귀속,,,
17,지배기업의 소유주에게 귀속되는 당기순이익(손실),0,"(69,343,263)","(1,590,878,620)"
27,주당이익,,,
28,기본주당이익(손실) (단위 : 원),,,
29,계속영업기본주당이익(손실) (단위 : 원),5445,6471,3511
30,중단영업기본주당이익(손실) (단위 : 원),0,(6),(146)
31,희석주당이익(손실) (단위 : 원),,,
32,계속영업희석주당이익(손실) (단위 : 원),5372,6313,3441
33,중단영업희석주당이익(손실) (단위 : 원),0,(6),(143)
