,tag,제 28 기,제 27 기,제 26 기
2,매출총이익,206738022994,199612034740,159605039415
7,영업이익(손실),20577349768,29951558474,7962403444
13,지분법이익(손실),135752480,138524315,216253354
14,법인세비용차감전순이익(손실),"(4,859,422,816)",5210766401,"(26,643,901,360)"
16,계속영업이익(손실),"(5,384,404,410)",3042841115,"(21,781,477,430)"
17,중단영업당기순이익(손실),,"(625,776,730)","(202,891,223)"
18,당기순이익(손실),"(5,384,404,410)",2417064385,"(21,984,368,653)"
24,해외사업환산이익,"(426,450,890)",1733443516,"(1,325,762,123)"
28,주당순이익(손실),,,
29,계속영업기본 및 희석주당이익(손실) (단위 : 원),"(1,390)",786,"(5,625)"
30,중단영업기본 및 희석주당이익(손실) (단위 : 원),,(162),(52)
