,tag,제 53 기,제 52 기,제 51 기
2,매출총이익,34216408841,34172349118,32626126147
4,영업이익(손실),"(1,387,901,650)","(2,421,495,654)","(1,005,143,899)"
10,법인세비용차감전순이익(손실),"(7,403,032,094)",4703284124,9446376122
12,당기순이익(손실),"(7,408,062,517)",5088299660,9096422858
13,당기순이익의 귀속,,,
14,지배기업소유주지분 순이익(손실),"(7,231,097,258)",5304170158,9306361420
15,비지배지분 순이익(손실),"(176,965,259)","(215,870,498)","(209,938,562)"
20,당기총포괄이익(손실),"(6,975,760,373)",4383833485,9120320205
21,총 포괄이익의 귀속,,,
22,지배기업소유주지분 총포괄이익(손실),"(6,798,795,114)",4599703983,9330258767
23,비지배지분 총포괄이익(손실),"(176,965,259)","(215,870,498)","(209,938,562)"
25,기본 및 희석주당이익(손실) (단위 : 원),(66),50,95
