,tag,제 55 기,제 54 기,제 53 기
6,Ⅲ.매출총이익,504978581132,508703606109,497495402322
8,Ⅴ.영업이익(손실),"(22,542,977,056)",33579042980,62331788527
9,Ⅵ.기타이익,53728788834,20960212767,15834515139
14,XI.법인세비용차감전순이익(손실),"(3,114,497,630)",47643860599,9780819161
16,XⅢ.당기순이익(손실),1776893536,29421638925,769301249
26,XVI.당기순이익(손실)의 귀속,,,
27,(1)지배기업의 소유주에게 귀속되는 당기순이익(손실),17468927163,28840754426,10883862918
28,(2)비지배지분에 귀속되는 당기순이익(손실),"(15,692,033,627)",580884499,"(10,114,561,669)"
32,XVIII.주당이익,,,
33,(1)보통주주당이익(손실) (단위 : 원),317,521,194
34,(2)우선주주당이익(손실),328,527,199
