,tag,제 46 기,제 45 기,제 44 기
2,매출총이익,1349299373957,1018416027255.0,1070349623391
5,영업이익,377215126599,277093289882.0,243947058546
11,법인세비용차감전순이익(손실),174616406341,289364425275.0,171816710617
13,계속영업이익(손실),114528224101,209795110703.0,164739761653
14,중단영업이익(손실),37499730609,91966905578.0,0
15,당기순이익(손실),152027954710,301762016281.0,164739761653
26,계속사업이익(손실)의 귀속,,,
27,지배기업의 소유주에게 귀속되는 계속사업이익(손실),163308691798,160644392924.0,121426263325
28,비지배지분에 귀속되는 계속사업이익(손실),"(48,780,467,697)",49150717779.0,43313498328
29,중단사업이익(손실)의 귀속,,,
30,지배기업의 소유주에게 귀속되는 중단사업이익(손실),37518831301,91936665205.0,0
31,비지배지분에 귀속되는 중단사업이익(손실),"(19,100,692)",30240373.0,0
32,당기순이익(손실)의 귀속,,,
33,지배기업의 소유주에게 귀속되는 당기순이익(손실),200827523099,252581058129.0,121426263325
34,비지배지분에 귀속되는 당기순이익(손실),"(48,799,568,389)",49180958152.0,43313498328
38,주당이익(손실) (주34),,,
39,기본주당이익(손실) (단위 : 원),3964,4989.0,2390
40,계속영업기본주당이익(손실) (단위 : 원),3223,3173.0,2390
41,중단영업기본주당이익(손실) (단위 : 원),741,1816.0,0
42,희석주당이익(손실) (단위 : 원),3964,4989.0,2390
43,계속영업희석주당이익(손실) (단위 : 원),3223,3173.0,2390
44,중단영업희석주당이익(손실) (단위 : 원),741,1816.0,0
