,tag,제 62 기,제 61 기,제 60 기
9,매출총이익(손실),"(29,645,731)","(2,970,703)",6765932
11,영업이익(손실),"(32,655,153)","(5,846,499)",4087489
14,기타이익(손실),243122,8519,35094
17,"관계기업,공동기업,종속기업 관련이익(손실)",1310391,494584,281107
18,관계기업 및 공동기업 투자지분 평가이익,1393486,775588,398972
19,관계기업 및 공동기업 투자지분 처분이익,11091,1844,10165
24,법인세비용차감전순이익(손실),"(33,843,619)","(7,071,570)",2992747
26,당기순이익(손실),"(24,429,108)","(5,215,581)",2093683
37,당기순이익(손실)의 귀속,,,
38,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(24,466,853)","(5,304,522)",1992077
39,비지배지분에 귀속되는 당기순이익(손실),37745,88941,101606
43,주당이익,,,
