,tag,제 56 기,제 55 기,제 54 기
10,Ⅲ.매출총이익,30880577356.0,21566669856,"(25,647,688,495)"
12,Ⅴ.영업이익(손실),2592551465.0,"(902,546,870)","(50,579,153,109)"
17,Ⅹ.법인세비용차감전순이익(손실),6806481075.0,410512797,"(54,901,525,503)"
19,XⅡ.계속영업이익(손실),5774385828.0,527962790,"(44,202,200,064)"
20,XⅢ.중단영업이익(손실),0.0,2723043407,"(3,257,265,270)"
21,XIV.당기순이익(손실),5774385828.0,3251006197,"(47,459,465,334)"
28,XVII.당기순이익(손실)의 귀속,,,
29,(1)지배기업의 소유주에게 귀속되는 당기순이익(손실),5774385828.0,3251006197,"(47,459,465,334)"
30,(2)비지배지분에 귀속되는 당기순이익(손실),0.0,0,0
34,XIX.주당이익,,,
