,tag,제 56 기,제 55 기,제 54 기
2,매출총이익,268927252908,335875692963.0,278512914659.0
4,영업이익(손실),132836469827,232741989538.0,174797290180.0
7,"기타영업외이익 (주24,28)",16221340453,22391571924.0,9800372963.0
10,법인세비용차감전순이익(손실),96536509764,212159935325.0,121611991997.0
12,당기순이익(손실),60339311955,156417920465.0,95413721382.0
13,당기순이익(손실)의 귀속,,,
14,지배기업의 소유주에게 귀속되는 당기순이익(손실),60478812402,155907363835.0,94056016966.0
15,비지배지분에 귀속되는 당기순이익(손실),"(139,500,447)",510556630.0,1357704416.0
16,주당이익 (주27),,,
17,기본주당이익(손실) (단위 : 원),6828,17601.0,10992.0
