,tag,제 49 기,제 48 기,제 47 기
2,매출총이익,37685135286,34817557460.0,24005760757
4,영업이익(손실),10520196988,8589133409.0,5181220846
5,기타이익,562238319,3724992835.0,532357859
9,지분법이익,1429212108,1171710186.0,841695743
10,법인세비용차감전계속영업이익(손실),1037986567,7376330584.0,3104910901
12,계속영업이익(손실),809211754,5684425508.0,1787797030
13,중단영업이익(손실),,,"(312,030,828)"
14,당기순이익(손실),809211754,5684425508.0,1475766202
15,당기순이익(손실)의 귀속,,,
16,지배기업의 소유주에게 귀속되는 당기순이익(손실),809211754,5684425508.0,1475766202
17,비지배지분에 귀속되는 당기순이익(손실),,,
23,주당이익,,,
24,기본주당이익(손실) (단위 : 원),23,182.0,66
25,희석주당이익(손실) (단위 : 원),23,182.0,80
