,tag,제 23 기,제 22 기,제 21 기
12,매출총이익,135421622183,85387237344,117695342299
14,영업이익(손실),64645433271,26004269421,68167276315
17,기타이익,5678566663,868591110,2041887942
20,법인세비용차감전순이익(손실),63819436162,29192441307,63370138098
22,계속영업이익(손실),45002267196,18036326458,47431531418
23,당기순이익(손실),45002267196,18036326458,47431531418
24,당기순이익(손실)의 귀속,,,
25,지배기업의 소유주에게 귀속되는 당기순이익(손실),46805448452,18517098878,46214826236
26,계속영업포괄이익(손실),46805448452,18517098878,46214826236
27,비지배지분에 귀속되는 당기순이익(손실),"(1,803,181,256)","(480,772,420)",1216705182
28,계속영업포괄이익(손실),"(1,803,181,256)","(480,772,420)",1216705182
35,계속영업포괄이익(손실),48571928961,23607667346,45226839326
37,계속영업포괄이익(손실),"(1,826,383,440)",2235664115,1167301964
38,주당이익,,,
39,기본주당이익(손실) (단위 : 원),3276,1263,3332
