,tag,제 17 기,제 16 기,제 15 기
2,Ⅲ. 매출총이익,50493500033,56489537229,25810127322
4,Ⅳ.영업이익(손실),18028423745,26525638383,"(2,337,589,190)"
9,Ⅴ.법인세비용차감전순이익(손실),20781637107,11196236558,"(44,630,422,915)"
11,당기순이익(손실),22270600167,10173157277,"(44,855,951,090)"
12,당기순이익(손실)의 귀속,,,
13,지배기업의 소유주에게 귀속되는 당기순이익(손실),21864669964,9592292928,"(45,282,067,509)"
14,비지배지분에 귀속되는 당기순이익(손실),405930203,580864349,426116419
18,기타포괄손익-공정가치측정 금융자산 평가이익,0,"(65,955,785)",20053225
26,Ⅹ.주당이익,,,
27,기본주당이익(손실) (단위 : 원),151,80,(388)
28,희석주당이익(손실) (단위 : 원),151,80,(388)
