,tag,제 63 기,제 62 기,제 61 기
2,매출총이익,180483125729,180506794320,191239304056
4,영업이익(손실),"(7,547,961,141)","(8,974,887,678)",22481192400
9,법인세비용차감전순이익(손실),"(83,860,626,307)","(6,129,201,543)",30821682414
11,당기순이익(손실),"(83,145,006,102)","(12,870,005,197)",14941061708
12,지배기업의 소유주에게 귀속되는 당기순이익,"(74,555,735,203)","(3,482,412,409)",11431125932
13,비지배기업의 소유주에게 귀속되는 당기순이익,"(8,589,270,899)","(9,387,592,788)",3509935776
26,주당이익,,,
27,기본주당이익(손실) (단위 : 원),,,
28,계속영업기본주당이익(손실) (단위 : 원),"(4,857)",(227),745
29,희석주당이익(손실) (단위 : 원),,,
