,tag,제 24 기,제 23 기,제 22 기
2,영업이익,1304664410543,1325478171117,1215342457273
9,법인세비용차감전순이익,1083717091152,2126399871701,1633558910913
11,계속영업순이익,673180300087,1477730982120,1141024129279
12,중단영업순이익 (주35),,14999894577525,"(296,027,152,130)"
13,당기순이익,673180300087,16477625559645,844996977149
14,당기순이익(손실)의 귀속,,,
16,계속영업이익,760260876247,1493472246748,1144888651236
17,중단영업이익,,14996377524381,"(142,801,884,857)"
19,계속영업이익,"(87,080,576,160)","(15,741,264,628)","(3,864,521,957)"
20,중단영업이익,,3517053144,"(153,225,267,273)"
35,주당이익,,,
36,기본주당순이익 (단위 : 원),,,
37,계속영업순이익 (단위 : 원) (주28),5007,9977,7857
38,중단영업순이익 (단위 : 원) (주28),,100877,(980)
39,희석주당순이익 (단위 : 원),,,
40,계속영업순이익 (단위 : 원) (주28),4985,9887,7813
41,중단영업순이익 (단위 : 원) (주28),,99973,(980)
