,tag,제 22 기,제 21 기,제 20 기
7,매출총이익,141512929536,108332541746,72896385240
9,영업이익,65916151831,52488896037,33425871945
15,법인세비용차감전순이익,54048007703,56033421122,39537256822
17,당기순이익,43434103895,46823637037,32452222466
18,당기순이익(손실)의 귀속,,,
19,지배지분순이익,40576699245,46688655710,32774330366
20,비지배지분순이익,2857404650,134981327,"(322,107,900)"
24,해외사업환산이익,21022934,300796132,"(220,113,359)"
30,지배지분순이익,36627400877,46135856725,32420079758
31,비지배지분순이익,2800828098,82248257,"(285,576,976)"
32,주당이익,,,
33,기본주당이익 (단위 : 원),4067,4717,3447
34,희석주당이익 (단위 : 원),4067,4715,3447
